ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1526757356.089800,CA4TsG3antA8IRCzEi,192.168.2.5,39430,121.211.75.141,22,tcp,-,2.994287,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757357.084227,C4j4aI2aHbvMtZ68x9,192.168.2.5,56585,121.119.30.74,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757357.092121,C9NWwFjo0whAQgOud,192.168.2.5,55420,121.104.188.149,22,tcp,-,2.991929,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757358.093998,CewCxpcDRUbbloP12,192.168.2.5,57650,121.212.113.105,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757358.093202,CChYft1BuHHUrofCte,192.168.2.5,33607,121.180.250.233,22,tcp,-,0.359040,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757358.913941,CusjOb4TuOV8bnz68d,192.168.2.5,38943,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757359.093517,C4yVZk1EKMpGoTCg3k,192.168.2.5,37688,121.146.7.232,22,tcp,-,2.990509,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757359.094005,CzfQD93NtfWSOyjpm5,192.168.2.5,60933,121.96.176.122,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757360.094150,Cfu1U820IyksASWfMj,192.168.2.5,33350,121.192.78.76,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757360.096343,CQeVIl1JWrbGh0xn73,192.168.2.5,45237,121.89.254.8,22,tcp,-,2.997890,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757361.097566,C5zpMV3KHaMKvvKFfb,192.168.2.5,46056,121.163.211.121,22,tcp,-,2.996375,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757362.094143,CtNina4wYX8SiGLo94,192.168.2.5,39976,121.188.145.114,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757362.099025,C7DEonZHlAu3MHhv7,192.168.2.5,54178,121.13.179.169,22,tcp,-,2.994983,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757362.917654,CnoptF4jDcH5LJkDXd,192.168.2.5,38955,200.168.87.203,59353,tcp,-,2.996277,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757363.094044,CGVxvCWywKD6iUSwg,192.168.2.5,39430,121.211.75.141,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757363.100351,C4Wu6h40PG92e6RuY5,192.168.2.5,51967,121.7.116.119,22,tcp,-,2.993570,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757364.094287,C2Kdtp16T1YzpgYzHk,192.168.2.5,55420,121.104.188.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757364.100381,C2sBOQwogAGEB7HW5,192.168.2.5,46600,121.211.122.149,22,tcp,-,2.993613,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757365.102682,Cm24b62iK53TAGXA1,192.168.2.5,58731,121.60.182.39,22,tcp,-,2.991244,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757366.094187,CzSSQV1hhNZGQv6VT,192.168.2.5,37688,121.146.7.232,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757366.103980,ChdnuJ184muZTQVha,192.168.2.5,58950,121.174.138.115,22,tcp,-,2.999918,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757311.325672,CRd1A93xzDnHRxIUld,222.150.199.150,3,192.168.2.5,1,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-
1526757367.103976,CSOmwO21nCFmLHq4Gc,192.168.2.5,45237,121.89.254.8,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757367.105853,CzGjH94OQRLCcuLM9a,192.168.2.5,45579,121.60.115.175,22,tcp,-,2.998095,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757368.103987,C9ZIvw4fZL4OdCir2,192.168.2.5,46056,121.163.211.121,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757368.105972,COjXMR1sjCfVxXPfF5,192.168.2.5,54719,121.81.40.42,22,tcp,-,2.997973,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757369.104298,Cvwjpv3dkWD9W9LIr,192.168.2.5,54178,121.13.179.169,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757369.108507,Cux6tD3PygifThj7h,192.168.2.5,44311,121.187.58.177,22,tcp,-,2.995332,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757369.923786,CwcIkV1fJgoJcDpOKe,192.168.2.5,38955,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757370.104088,CXPLdn1RCozHycbc09,192.168.2.5,51967,121.7.116.119,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757370.109702,CsPTZ52aCXNNzNG5Tj,192.168.2.5,40620,121.164.148.176,22,tcp,-,0.323642,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757371.104031,Cch9IH1W5LgIvhhlwg,192.168.2.5,46600,121.211.122.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757371.110647,CEANig3KkFAD9SHTN5,192.168.2.5,55721,121.44.56.132,22,tcp,-,2.993145,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757372.103911,Clxrzg2tftFCYgEAka,192.168.2.5,58731,121.60.182.39,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757372.111867,CPbH0c1YMW9BZWP8rh,192.168.2.5,46676,121.37.197.184,22,tcp,-,2.991940,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757373.113073,CXSrfS2aIGS5hM59Kg,192.168.2.5,50533,121.78.204.172,22,tcp,-,2.990689,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757373.113784,CMqTe82D9bBni2A3S,192.168.2.5,58950,121.174.138.115,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757373.928468,Cyhd8R3HYX2ckohcK8,192.168.2.5,38967,200.168.87.203,59353,tcp,-,2.995225,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757374.113878,Cbq3Dj42tCD14YO7R2,192.168.2.5,45579,121.60.115.175,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757374.114789,CHuxChVvYjZFny8kh,192.168.2.5,37976,121.70.32.40,22,tcp,-,2.999071,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757375.113910,CZPRkz3TJOwn5EDHI4,192.168.2.5,54719,121.81.40.42,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757375.116430,Ch6D7r2Q8jFU98cR7i,192.168.2.5,47088,121.219.92.94,22,tcp,-,2.997441,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757376.113984,C8qlgo1wayJ71VDPbh,192.168.2.5,44311,121.187.58.177,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757376.117582,CnyCK71xXITo779sWd,192.168.2.5,56283,121.131.11.233,22,tcp,-,2.996221,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757321.958064,CwRnpxm4xkbyg7Cve,192.168.2.5,123,5.1.56.123,123,udp,-,0.013546,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757377.118789,CPVrWjWL5WcCaImHd,192.168.2.5,55451,121.246.199.220,22,tcp,-,2.994807,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757378.113722,CkEps51sQnVYpktXgc,192.168.2.5,55721,121.44.56.132,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757378.120112,C70Zut3ycjkwzzduKc,192.168.2.5,47225,121.38.152.5,22,tcp,-,2.993560,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757379.114014,CI6iPz1ORqKKoryzV5,192.168.2.5,46676,121.37.197.184,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757379.121153,C1rq2s4ufrx7l6g2Ib,192.168.2.5,52612,121.81.84.190,22,tcp,-,2.992427,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757380.113747,CYs8Fj34B9V9pRhXO4,192.168.2.5,50533,121.78.204.172,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757380.121186,CgmMeAm5KHsF7toq7,192.168.2.5,42334,121.3.249.83,22,tcp,-,2.992413,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757380.933695,C3b1d415pBqXOok2d,192.168.2.5,38967,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757381.123749,CRUVrQ3Bz84WUieWyg,192.168.2.5,37976,121.70.32.40,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757381.123984,CEjjNt43hXnuUp1tqi,192.168.2.5,49537,121.179.165.12,22,tcp,-,0.325174,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757382.123808,C8Ddxc29Dzz7G1MiHc,192.168.2.5,47088,121.219.92.94,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757382.125384,C93Gn2X6g9PqTV5P1,192.168.2.5,49218,121.183.203.209,22,tcp,-,2.998259,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757383.123752,CXqCyv279eGgLRs4qd,192.168.2.5,56283,121.131.11.233,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757383.126780,CKM0OuasVM1SrL7O3,192.168.2.5,50163,121.112.26.30,22,tcp,-,2.997017,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757384.123877,Cr4rJ811SZcve4qYMh,192.168.2.5,55451,121.246.199.220,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757384.127966,CVpDIv1STjmN1BrmDk,192.168.2.5,56988,121.157.223.63,22,tcp,-,0.336106,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757384.939193,CcgtSg28brg0tqh2dd,192.168.2.5,38979,200.168.87.203,59353,tcp,-,2.994424,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757385.123810,C2hlJv1nDuSyuTiHTl,192.168.2.5,47225,121.38.152.5,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757385.129246,C6D4OrNUdzel6LNY8,192.168.2.5,60883,121.197.188.27,22,tcp,-,2.994341,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757386.123710,CDT7ex4ZE5nn54IUx4,192.168.2.5,52612,121.81.84.190,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757386.130507,CO786MGJI7VbygV8c,192.168.2.5,40141,121.36.64.166,22,tcp,-,2.993046,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757387.123672,CNtDrE3RysvFHnD5F3,192.168.2.5,42334,121.3.249.83,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757387.131602,CmmyEq4GsaqcqeC6Rl,192.168.2.5,48598,121.141.182.110,22,tcp,-,2.991916,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757388.132999,CbDsqI2wNXZHkN7CK8,192.168.2.5,49177,121.233.220.7,22,tcp,-,2.990414,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757389.133731,CcfoLj4vKBS4yiIkJj,192.168.2.5,49218,121.183.203.209,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757389.135212,CPOmGy28TvhG9gYxi7,192.168.2.5,52727,121.110.46.219,22,tcp,-,2.998396,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757334.492824,CdpuTo1ElULefctzdl,183.6.195.234,11,192.168.2.5,0,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-
1526757390.133661,CDIVvZNT40Wvj0FHc,192.168.2.5,50163,121.112.26.30,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757390.136251,Cj241Y3K50aCx3bVel,192.168.2.5,51252,121.46.176.213,22,tcp,-,2.997317,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757391.136190,COSijj27CmkCDKFVed,192.168.2.5,41999,121.129.100.250,22,tcp,-,2.997367,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757391.943546,CnBUbA3ToboclwxQEa,192.168.2.5,38979,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757392.133863,C2QTGamsTPjqoyShi,192.168.2.5,60883,121.197.188.27,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757392.138762,Ckj1zAENWlEYp6fJg,192.168.2.5,42872,121.141.29.198,22,tcp,-,2.994679,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757393.133636,CgVVXc3UqH99pFtxO6,192.168.2.5,40141,121.36.64.166,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757393.139825,CYkpa430MIxGH1Wu32,192.168.2.5,46236,121.222.13.97,22,tcp,-,2.993621,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757394.133792,CCWNgn2FfW20SWJyM4,192.168.2.5,48598,121.141.182.110,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757394.139891,CyAKL24JKSM3ycVlI9,192.168.2.5,42750,121.253.170.65,22,tcp,-,2.993496,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757395.133524,CMS60l1q4wxjN6L8t,192.168.2.5,49177,121.233.220.7,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757395.142302,CjcVb42mm1peNHr8xe,192.168.2.5,53208,121.188.239.125,22,tcp,-,2.991166,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757395.950110,C1T04oElieZTQ3nAj,192.168.2.5,38991,200.168.87.203,59353,tcp,-,2.993275,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757396.143482,CNOPM03sG5eXzbfvz1,192.168.2.5,52727,121.110.46.219,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757396.144096,CP3Bzw3THbT9MxeV0b,192.168.2.5,52297,121.215.148.189,22,tcp,-,2.999375,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757397.143564,CveCUh1r7HGzsF0bpc,192.168.2.5,51252,121.46.176.213,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757397.145640,C3DO1t3cvR8Su0FQ49,192.168.2.5,38927,121.126.34.243,22,tcp,-,2.997855,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757398.143511,CRDEPkRbe26ojRbR2,192.168.2.5,41999,121.129.100.250,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757398.146875,CQMCXw4RzpiluiMXKk,192.168.2.5,56512,121.108.140.81,22,tcp,-,2.996632,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757399.143741,Cgt8DJ1M4NFEGtHRE8,192.168.2.5,42872,121.141.29.198,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757399.148138,CrKa9dh3rnA5Vu5s3,192.168.2.5,54037,121.243.250.254,22,tcp,-,2.995136,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757400.143579,C1JxFZ1y5xgSjwvH6i,192.168.2.5,46236,121.222.13.97,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757400.149580,C2Anx6pDIG9YpX9Ah,192.168.2.5,50594,121.207.41.176,22,tcp,-,2.993711,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757401.143364,CRyxWd1kpRpCHGrKY1,192.168.2.5,42750,121.253.170.65,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757401.150580,Cm4OK14pyncoiDfX67,192.168.2.5,57342,121.37.43.148,22,tcp,-,2.992704,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757346.554860,Ce2QNG1ulwXvBF9Hmh,118.72.223.14,11,192.168.2.5,0,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-
1526757346.957640,CZcIUM1ElbvIYaSpAh,192.168.2.5,123,31.31.74.35,123,udp,-,0.015061,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757402.143595,CGulKejm9edbyunFg,192.168.2.5,53208,121.188.239.125,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757402.151939,ChOyEV2fC2jpKqLtSb,192.168.2.5,56898,121.32.184.177,22,tcp,-,2.991334,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757402.953315,CCGxMZ27wDCh2NY1vi,192.168.2.5,38991,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757403.153282,ChM30e1CLqv43F1mcl,192.168.2.5,52297,121.215.148.189,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757403.153655,Cp0Jpm3nu5iyewGsJ5,192.168.2.5,34808,121.103.24.63,22,tcp,-,0.355218,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-
1526757404.153412,CwhLDH3IwBwMzRTTz2,192.168.2.5,38927,121.126.34.243,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757404.155214,CEE6YB4F27pSaU9PC7,192.168.2.5,54710,121.200.149.233,22,tcp,-,2.998078,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757405.153479,CA5N1Ye6kHhFcIHpg,192.168.2.5,56512,121.108.140.81,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757405.156669,CshU5e42XyPSfEV85k,192.168.2.5,52103,121.10.82.218,22,tcp,-,2.996652,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757406.153396,C1wulwYshpUA9EYNc,192.168.2.5,54037,121.243.250.254,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757406.158068,CC9NCh2HUYnCfU7B3i,192.168.2.5,59726,121.136.169.111,22,tcp,-,2.995296,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757406.957243,CEJEdk3KBo3IRKbQP6,192.168.2.5,39003,200.168.87.203,59353,tcp,-,2.995983,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757351.957534,CuYosA1YtZNDq5rhQj,192.168.2.5,123,78.108.102.237,123,udp,-,0.009288,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757407.153623,Cr8bVD1YUReguR0l7d,192.168.2.5,50594,121.207.41.176,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757407.159489,C120L43F7Qm2uHCOUe,192.168.2.5,35931,121.197.41.17,22,tcp,-,2.993708,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757408.153406,CnSzc42JVvXPR4eQMj,192.168.2.5,57342,121.37.43.148,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757408.160669,CGrn2e2ulMVGqVyDSj,192.168.2.5,59394,121.58.21.157,22,tcp,-,2.992580,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757409.153279,CQ3JA2ksbJ2zaMX87,192.168.2.5,56898,121.32.184.177,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757409.161997,Cowcoc40N9i05nGPxf,192.168.2.5,59355,121.11.9.153,22,tcp,-,2.991152,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757410.163476,CFRERb4roddyzM6iz3,192.168.2.5,55078,121.10.88.66,22,tcp,-,2.999726,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757411.163341,CcMXxu1ARR6d9lpMek,192.168.2.5,54710,121.200.149.233,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757411.165400,Cx1wVl4g8CeFYtrKhc,192.168.2.5,51494,121.58.252.109,22,tcp,-,2.997971,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757356.957423,Cg9Dkp4myV4oBwxy58,192.168.2.5,123,37.157.198.150,123,udp,-,0.015468,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526757412.163380,Crwokf1U7ay3goHlg6,192.168.2.5,52103,121.10.82.218,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757412.166731,C3pPEb2t6KOYE3qegd,192.168.2.5,41992,121.207.30.39,22,tcp,-,2.996550,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757357.396321,CD1viC4gvjLgHtnKsf,222.106.50.94,3,192.168.2.5,1,icmp,-,0.001620,180,0,OTH,-,-,0,-,3,264,0,0,(empty),Benign,-
1526757413.163377,CZkSpHXcP8YMZfCTg,192.168.2.5,59726,121.136.169.111,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757413.167171,CcrlEG1jdd6LoeYy85,192.168.2.5,39081,121.1.133.190,22,tcp,-,2.995991,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757413.963084,CSOTik2KiCRipaKNsh,192.168.2.5,39003,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757414.163267,Cp8jdVin7aBfXff5g,192.168.2.5,35931,121.197.41.17,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757414.169516,Cm06KB4K9Eikt10Jq9,192.168.2.5,58710,121.64.205.84,22,tcp,-,2.993664,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757415.163494,CoPGBR2mhBAcejm1S9,192.168.2.5,59394,121.58.21.157,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757415.170724,CzujP74J4HyxdobZAi,192.168.2.5,43198,121.170.215.166,22,tcp,-,2.992274,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757416.163226,CvVjY046C0hJfdUqo3,192.168.2.5,59355,121.11.9.153,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757416.171959,Cy94WC3EFSwBSx4Kw3,192.168.2.5,47323,121.5.223.207,22,tcp,-,2.991160,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1526757417.173154,CKRSU61Bdryt4ppC98,192.168.2.5,55078,121.10.88.66,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
